id.site,name.plant.agg,cover.mean.agg,site.type,rest.meth
M_TTO,Potentilla verna agg.,1.375,positive,NA
M_TTO,Prunella grandiflora,5,positive,NA
M_TTO,Ranunculus bulbosus,0.025,positive,NA
M_TTO,Rhamnus cathartica,0.5,positive,NA
M_TTO,Rosa,0.375,positive,NA
M_TTO,Salvia pratensis,1.125,positive,NA
M_TTO,Sanguisorba minor s. l.,0.5,positive,NA
M_TTO,Scabiosa canescens,1.125,positive,NA
M_TTO,Scabiosa ochroleuca,0.3,positive,NA
M_TTO,Sorbus torminalis,0.025,positive,NA
M_TTO,Teucrium montanum,0.125,positive,NA
M_TTO,Thymus praecox,2,positive,NA
M_TTO,Viburnum lantana,2.525,positive,NA
M_TTO,Viola hirta,0.5,positive,NA
M_TTP,Achillea millefolium agg.,0.5,restored,mga
M_TTP,Acinos arvensis,0.125,restored,mga
M_TTP,Agrimonia eupatoria,0.25,restored,mga
M_TTP,Brachypodium pinnatum agg.,1.125,restored,mga
M_TTP,Bromus erectus,10,restored,mga
M_TTP,Centaurea jacea agg.,0.125,restored,mga
M_TTP,Centaurea paniculata agg.,0.625,restored,mga
M_TTP,Cerastium pumilum agg.,0.275,restored,mga
M_TTP,Draba verna agg.,0.025,restored,mga
M_TTP,Echium vulgare,0.125,restored,mga
M_TTP,Eryngium campestre,3.625,restored,mga
M_TTP,Euphorbia cyparissias,0.25,restored,mga
M_TTP,Falcaria vulgaris,0.025,restored,mga
M_TTP,Festuca ovina agg.,8,restored,mga
M_TTP,Fragaria viridis,0.75,restored,mga
M_TTP,Galium verum agg.,1.25,restored,mga
M_TTP,Geranium columbinum,0.025,restored,mga
M_TTP,Hieracium pilosella,0.125,restored,mga
M_TTP,Hippocrepis comosa,3,restored,mga
M_TTP,Hypericum perforatum,0.15,restored,mga
M_TTP,Inula hirta,1,restored,mga
M_TTP,Koeleria pyramidata agg.,1.625,restored,mga
M_TTP,Lepidium campestre,0.025,restored,mga
M_TTP,Lotus corniculatus agg.,0.125,restored,mga
M_TTP,Medicago lupulina,0.25,restored,mga
M_TTP,Medicago sativa agg.,1.5,restored,mga
M_TTP,Ophrys apifera,0.125,restored,mga
M_TTP,Orchis purpurea,0.125,restored,mga
M_TTP,Origanum vulgare,0.375,restored,mga
M_TTP,Pimpinella saxifraga agg.,0.125,restored,mga
M_TTP,Plantago lanceolata,0.25,restored,mga
M_TTP,Plantago media,0.125,restored,mga
M_TTP,Potentilla verna agg.,1.75,restored,mga
M_TTP,Ranunculus bulbosus,0.125,restored,mga
M_TTP,Sanguisorba minor s. l.,0.875,restored,mga
M_TTP,Scabiosa ochroleuca,0.125,restored,mga
M_TTP,Securigera varia,1,restored,mga
M_TTP,Thesium linophyllon,0.125,restored,mga
M_TTP,Thymus praecox,0.5,restored,mga
M_TTP,Trifolium campestre,0.625,restored,mga
M_TTP,Trifolium pratense,0.15,restored,mga
M_TTP,Trifolium repens,0.125,restored,mga
M_TTP,Vicia sativa agg.,0.25,restored,mga
M_VOC,Achillea millefolium agg.,9,restored,dih
M_VOC,Alopecurus pratensis,2,restored,dih
M_VOC,Anthoxanthum odoratum agg.,0.15,restored,dih
M_VOC,Arrhenatherum elatius,8.5,restored,dih
M_VOC,Bromus hordeaceus agg.,0.025,restored,dih
M_VOC,Centaurea jacea agg.,0.75,restored,dih
M_VOC,Cerastium arvense,0.5,restored,dih
M_VOC,Cerastium fontanum agg.,2.5,restored,dih
M_VOC,Cruciata laevipes,0.125,restored,dih
M_VOC,Dactylis glomerata agg.,6,restored,dih
M_VOC,Daucus carota,0.4,restored,dih
M_VOC,Deschampsia cespitosa agg.,2.625,restored,dih
M_VOC,Dianthus deltoides,0.125,restored,dih
M_VOC,Festuca ovina agg.,0.65,restored,dih
M_VOC,Galium mollugo agg.,5,restored,dih
M_VOC,Galium verum agg.,1.375,restored,dih
M_VOC,Helictotrichon pubescens,0.025,restored,dih
M_VOC,Holcus lanatus,5.15,restored,dih
M_VOC,Hypericum perforatum,0.025,restored,dih
M_VOC,Lathyrus pratensis,10,restored,dih
M_VOC,Leucanthemum vulgare agg.,0.625,restored,dih
M_VOC,Lotus corniculatus agg.,3,restored,dih
M_VOC,Luzula campestris agg.,0.025,restored,dih
M_VOC,Picris hieracioides s. l.,0.025,restored,dih
M_VOC,Pimpinella saxifraga agg.,0.125,restored,dih
M_VOC,Plantago lanceolata,3,restored,dih
M_VOC,Poa pratensis agg.,9.5,restored,dih
M_VOC,Ranunculus bulbosus,0.375,restored,dih
M_VOC,Rhinanthus minor,0.125,restored,dih
M_VOC,Rumex,0.025,restored,dih
M_VOC,Taraxacum sect. Ruderalia,1.25,restored,dih
M_VOC,Thymus praecox,0.125,restored,dih
M_VOC,Tragopogon pratensis s. l.,0.65,restored,dih
M_VOC,Trifolium campestre,0.025,restored,dih
M_VOC,Trifolium dubium agg.,2.125,restored,dih
M_VOC,Trifolium pratense,7.5,restored,dih
M_VOC,Trifolium repens,3.625,restored,dih
M_VOC,Valerianella locusta,0.025,restored,dih
M_VOC,Veronica arvensis,0.07500000000000001,restored,dih
M_VOC,Veronica chamaedrys agg.,3,restored,dih
M_VOC,Veronica persica,0.025,restored,dih
M_VOC,Veronica serpyllifolia,0.05,restored,dih
M_VOC,Vicia hirsuta,0.75,restored,dih
M_VOC,Vicia sativa agg.,12,restored,dih
M_WDG,Achillea millefolium agg.,7,restored,res
M_WDG,Agrimonia eupatoria,0.1,restored,res
M_WDG,Anthoxanthum odoratum agg.,5.5,restored,res
M_WDG,Arrhenatherum elatius,0.3,restored,res
M_WDG,Bromus hordeaceus agg.,0.025,restored,res
M_WDG,Campanula patula,0.025,restored,res
M_WDG,Centaurea jacea agg.,4.125,restored,res
M_WDG,Cerastium pumilum agg.,0.025,restored,res
M_WDG,Cichorium intybus,0.65,restored,res
M_WDG,Crataegus,0.025,restored,res
M_WDG,Dactylis glomerata agg.,0.175,restored,res
M_WDG,Daucus carota,0.1,restored,res
M_WDG,Dianthus carthusianorum agg.,1.75,restored,res
M_WDG,Festuca ovina agg.,17.875,restored,res
M_WDG,Galium mollugo agg.,0.775,restored,res
M_WDG,Hypericum perforatum,0.025,restored,res
M_WDG,Knautia arvensis agg.,1.25,restored,res
M_WDG,Lathyrus pratensis,0.125,restored,res
M_WDG,Leontodon hispidus,0.25,restored,res
M_WDG,Leucanthemum vulgare agg.,1.25,restored,res
M_WDG,Lotus corniculatus agg.,0.05,restored,res
M_WDG,Malva moschata,0.05,restored,res
M_WDG,Medicago lupulina,0.375,restored,res
M_WDG,Origanum vulgare,0.125,restored,res
M_WDG,Picris hieracioides s. l.,0.025,restored,res
M_WDG,Plantago lanceolata,0.175,restored,res
M_WDG,Plantago media,0.3,restored,res
M_WDG,Poa pratensis agg.,1.65,restored,res
M_WDG,Prunella vulgaris,0.125,restored,res
M_WDG,Salvia pratensis,0.025,restored,res
M_WDG,Sanguisorba minor s. l.,0.025,restored,res
M_WDG,Scabiosa ochroleuca,0.3,restored,res
M_WDG,Silene latifolia subsp. alba,0.125,restored,res
M_WDG,Silene vulgaris,2.25,restored,res
M_WDG,Taraxacum sect. Ruderalia,0.15,restored,res
M_WDG,Trifolium pratense,30,restored,res
M_WDG,Veronica chamaedrys agg.,0.75,restored,res
M_WDG,Vicia hirsuta,5.075,restored,res
M_WED,Achillea ptarmica agg.,0.125,restored,res
M_WED,Alopecurus pratensis,2.5,restored,res
M_WED,Anthoxanthum odoratum agg.,0.625,restored,res
M_WED,Arrhenatherum elatius,37.5,restored,res
M_WED,Bromus hordeaceus agg.,0.025,restored,res
M_WED,Centaurea jacea agg.,2.65,restored,res
M_WED,Cirsium arvense,6.5,restored,res
M_WED,Dactylis glomerata agg.,3,restored,res
M_WED,Daucus carota,1.5,restored,res
M_WED,Elymus repens s. str.,0.5,restored,res
M_WED,Galium mollugo agg.,1.5,restored,res
M_WED,Glechoma hederacea,3.25,restored,res
M_WED,Holcus lanatus,0.5,restored,res
M_WED,Knautia arvensis agg.,1.625,restored,res
M_WED,Lathyrus pratensis,1.125,restored,res
M_WED,Leucanthemum vulgare agg.,1.025,restored,res
M_WED,Pastinaca sativa,1.625,restored,res
M_WED,Plantago lanceolata,1.625,restored,res
M_WED,Poa pratensis agg.,13.5,restored,res
M_WED,Prunella vulgaris,1.25,restored,res
M_WED,Ranunculus acris agg.,0.025,restored,res
M_WED,Rumex crispus,0.025,restored,res
M_WED,Silene latifolia subsp. alba,0.125,restored,res
M_WED,Solidago canadensis,0.275,restored,res
M_WED,Stellaria media agg.,0.025,restored,res
M_WED,Trifolium pratense,0.125,restored,res
M_WED,Veronica arvensis,0.025,restored,res
M_WEF,Agrostis capillaris,2.5,restored,mga
M_WEF,Alopecurus pratensis,36.75,restored,mga
M_WEF,Caltha palustris,0.625,restored,mga
M_WEF,Cardamine pratensis agg.,0.07500000000000001,restored,mga
M_WEF,Carex acuta agg.,0.5,restored,mga
M_WEF,Carex acutiformis,5,restored,mga
M_WEF,Carex hirta,0.25,restored,mga
M_WEF,Carex praecox agg.,1.625,restored,mga
M_WEF,Carex riparia,1,restored,mga
M_WEF,Cerastium fontanum agg.,0.025,restored,mga
M_WEF,Cirsium,0.025,restored,mga
M_WEF,Deschampsia cespitosa agg.,0.625,restored,mga
M_WEF,Elymus repens s. str.,0.125,restored,mga
M_WEF,Festuca rubra agg.,0.125,restored,mga
M_WEF,Ficaria verna s. l.,0.15,restored,mga
M_WEF,Glechoma hederacea,0.625,restored,mga
M_WEF,Juncus articulatus,0.5,restored,mga
M_WEF,Juncus effusus,0.25,restored,mga
M_WEF,Juncus inflexus,1.625,restored,mga
M_WEF,Lysimachia nummularia,0.025,restored,mga
M_WEF,Persicaria amphibia,0.1,restored,mga
M_WEF,Phalaris arundinacea,7.125,restored,mga
M_WEF,Phleum pratense agg.,2.5,restored,mga
M_WEF,Phragmites australis,0.875,restored,mga
M_WEF,Poa pratensis agg.,1.125,restored,mga
M_WEF,Poa trivialis s. l.,5.625,restored,mga
M_WEF,Ranunculus repens,0.625,restored,mga
M_WEF,Symphytum officinale agg.,1.625,restored,mga
M_WEF,Taraxacum sect. Ruderalia,3.625,restored,mga
M_WIM,Achillea millefolium agg.,9.5,restored,res
M_WIM,Agrostis capillaris,0.625,restored,res
M_WIM,Arenaria serpyllifolia agg.,0.15,restored,res
M_WIM,Arrhenatherum elatius,0.65,restored,res
M_WIM,Cerastium fontanum agg.,0.5,restored,res
M_WIM,Cichorium intybus,0.05,restored,res
M_WIM,Crataegus monogyna,0.025,restored,res
M_WIM,Crepis biennis,0.025,restored,res
M_WIM,Crepis capillaris,0.125,restored,res
M_WIM,Dactylis glomerata agg.,4.125,restored,res
M_WIM,Daucus carota,8.5,restored,res
M_WIM,Dianthus carthusianorum agg.,5,restored,res
M_WIM,Echium vulgare,0.025,restored,res
M_WIM,Festuca ovina agg.,15.5,restored,res
M_WIM,Festuca pratensis s. str.,0.025,restored,res
M_WIM,Festuca rubra agg.,7.5,restored,res
M_WIM,Filipendula vulgaris,0.05,restored,res
M_WIM,Galium mollugo agg.,5.5,restored,res
M_WIM,Galium verum agg.,1,restored,res
M_WIM,Geranium pratense,0.275,restored,res
M_WIM,Glechoma hederacea,0.5,restored,res
M_WIM,Hypericum perforatum,0.125,restored,res
M_WIM,Knautia arvensis agg.,0.125,restored,res
M_WIM,Leucanthemum vulgare agg.,0.025,restored,res
M_WIM,Lotus corniculatus agg.,0.275,restored,res
M_WIM,Medicago lupulina,0.125,restored,res
M_WIM,Papaver rhoeas,0.025,restored,res
M_WIM,Pastinaca sativa,0.125,restored,res
M_WIM,Pimpinella major,0.025,restored,res
M_WIM,Plantago lanceolata,0.875,restored,res
M_WIM,Poa pratensis agg.,6.5,restored,res
M_WIM,Salvia nemorosa,0.125,restored,res
M_WIM,Taraxacum sect. Ruderalia,0.025,restored,res
M_WIM,Tragopogon pratensis s. l.,2,restored,res
M_WIM,Trifolium pratense,16.875,restored,res
M_WIM,Trifolium repens,0.025,restored,res
M_WIM,Trisetum flavescens,0.175,restored,res
M_WLE,Alopecurus pratensis,2.125,negative,NA
M_WLE,Cardamine pratensis agg.,0.025,negative,NA
M_WLE,Carex acutiformis,0.4,negative,NA
M_WLE,Carex praecox agg.,0.125,negative,NA
M_WLE,Carex riparia,0.125,negative,NA
M_WLE,Cerastium fontanum agg.,0.025,negative,NA
M_WLE,Cirsium arvense,1,negative,NA
M_WLE,Dactylis glomerata agg.,0.05,negative,NA
M_WLE,Deschampsia cespitosa agg.,16,negative,NA
M_WLE,Festuca rubra agg.,1.625,negative,NA
M_WLE,Galium mollugo agg.,59.4,negative,NA
M_WLE,Poa pratensis agg.,0.125,negative,NA
M_WLE,Poa trivialis s. l.,26.375,negative,NA
M_WLE,Potentilla anserina,0.15,negative,NA
M_WLE,Ranunculus repens,0.05,negative,NA
M_WLE,Taraxacum sect. Ruderalia,0.15,negative,NA
M_WLE,Urtica dioica s. l.,0.5,negative,NA
M_WUG,Achillea millefolium agg.,0.25,restored,mga
M_WUG,Agrostis capillaris,1,restored,mga
M_WUG,Alopecurus pratensis,4,restored,mga
M_WUG,Bolboschoenus maritimus agg.,2,restored,mga
M_WUG,Carex disticha,1.025,restored,mga
M_WUG,Carex hirta,0.5,restored,mga
M_WUG,Carex riparia,0.5,restored,mga
M_WUG,Carex vulpina agg.,0.25,restored,mga
M_WUG,Cirsium arvense,0.775,restored,mga
M_WUG,Cirsium vulgare,1.15,restored,mga
M_WUG,Deschampsia cespitosa agg.,2.5,restored,mga
M_WUG,Elymus repens s. str.,11.875,restored,mga
M_WUG,Epilobium hirsutum,0.025,restored,mga
M_WUG,Festuca,2.5,restored,mga
M_WUG,Festuca arundinacea,1.125,restored,mga
M_WUG,Glechoma hederacea,0.5,restored,mga
M_WUG,Holcus lanatus,10,restored,mga
M_WUG,Hypericum tetrapterum,0.025,restored,mga
M_WUG,Juncus compressus agg.,0.125,restored,mga
M_WUG,Lotus corniculatus agg.,0.125,restored,mga
M_WUG,Lysimachia vulgaris,0.025,restored,mga
M_WUG,Lythrum salicaria,0.5,restored,mga
M_WUG,Medicago lupulina,0.15,restored,mga
M_WUG,Melilotus dentatus,1,restored,mga
M_WUG,Mentha aquatica,3.5,restored,mga
M_WUG,Odontites vernus agg.,1.625,restored,mga
M_WUG,Phalaris arundinacea,3.5,restored,mga
M_WUG,Plantago lanceolata,0.875,restored,mga
M_WUG,Plantago major agg.,0.525,restored,mga
M_WUG,Poa pratensis agg.,8.5,restored,mga
M_WUG,Poa trivialis s. l.,4.5,restored,mga
M_WUG,Potentilla anserina,16.875,restored,mga
M_WUG,Prunella vulgaris,0.025,restored,mga
M_WUG,Pulicaria dysenterica,2.5,restored,mga
M_WUG,Ranunculus repens,4,restored,mga
M_WUG,Stachys palustris,0.025,restored,mga
M_WUG,Symphytum officinale agg.,2.125,restored,mga
M_WUG,Taraxacum sect. Ruderalia,0.15,restored,mga
M_WUG,Trifolium pratense,0.275,restored,mga
M_WUG,Vicia cracca agg.,0.125,restored,mga
M_WUG,Vicia tetrasperma agg.,1.625,restored,mga
M_WUM,Agrimonia eupatoria,0.75,restored,mga
M_WUM,Alopecurus pratensis,6,restored,mga
M_WUM,Arrhenatherum elatius,0.5,restored,mga
M_WUM,Bolboschoenus maritimus agg.,2.5,restored,mga
M_WUM,Calamagrostis epigejos,1,restored,mga
M_WUM,Calystegia sepium agg.,0.125,restored,mga
M_WUM,Carex disticha,3.5,restored,mga
M_WUM,Carex hirta,7.5,restored,mga
M_WUM,Centaurea jacea agg.,0.125,restored,mga
M_WUM,Cerastium fontanum agg.,0.125,restored,mga
M_WUM,Cirsium arvense,12.5,restored,mga
M_WUM,Cirsium oleraceum,1,restored,mga
M_WUM,Cirsium vulgare,0.3,restored,mga
M_WUM,Crataegus,0.07500000000000001,restored,mga
M_WUM,Deschampsia cespitosa agg.,1.5,restored,mga
M_WUM,Elymus repens s. str.,5,restored,mga
M_WUM,Equisetum arvense,0.025,restored,mga
M_WUM,Festuca arundinacea,9.375,restored,mga
M_WUM,Galium mollugo agg.,4.625,restored,mga
M_WUM,Glechoma hederacea,3.75,restored,mga
M_WUM,Holcus lanatus,5,restored,mga
M_WUM,Juncus inflexus,0.5,restored,mga
M_WUM,Leucanthemum vulgare agg.,0.125,restored,mga
M_WUM,Lotus corniculatus agg.,0.125,restored,mga
M_WUM,Lysimachia nummularia,0.625,restored,mga
M_WUM,Lythrum salicaria,0.125,restored,mga
M_WUM,Medicago lupulina,0.125,restored,mga
M_WUM,Mentha aquatica,0.625,restored,mga
M_WUM,Odontites vernus agg.,1,restored,mga
M_WUM,Pastinaca sativa,0.625,restored,mga
M_WUM,Persicaria maculosa,0.125,restored,mga
M_WUM,Phalaris arundinacea,0.5,restored,mga
M_WUM,Plantago lanceolata,1.125,restored,mga
M_WUM,Plantago major agg.,0.125,restored,mga
M_WUM,Poa pratensis agg.,5,restored,mga
M_WUM,Poa trivialis s. l.,11,restored,mga
M_WUM,Potentilla anserina,1,restored,mga
M_WUM,Potentilla reptans,0.125,restored,mga
M_WUM,Pulicaria dysenterica,10.375,restored,mga
M_WUM,Ranunculus acris agg.,0.75,restored,mga
M_WUM,Ranunculus repens,0.125,restored,mga
M_WUM,Rhinanthus serotinus s. l.,0.025,restored,mga
M_WUM,Rumex acetosa,0.125,restored,mga
M_WUM,Solidago canadensis,0.125,restored,mga
M_WUM,Stachys palustris,0.5,restored,mga
M_WUM,Symphytum officinale agg.,2.5,restored,mga
M_WUM,Taraxacum sect. Ruderalia,0.025,restored,mga
M_WUM,Trifolium campestre,0.125,restored,mga
M_WUM,Trifolium pratense,1.125,restored,mga
M_WUM,Vicia cracca agg.,0.15,restored,mga
M_WUM,Vicia sativa agg.,0.15,restored,mga
M_WUN,Alopecurus pratensis,15.75,negative,NA
M_WUN,Cerastium fontanum agg.,1.25,negative,NA
M_WUN,Cirsium arvense,2,negative,NA
M_WUN,Festuca arundinacea,41.625,negative,NA
M_WUN,Galium mollugo agg.,0.125,negative,NA
M_WUN,Glechoma hederacea,2.5,negative,NA
M_WUN,Holcus lanatus,0.125,negative,NA
M_WUN,Leucanthemum vulgare agg.,2,negative,NA
M_WUN,Lychnis flos-cuculi,0.175,negative,NA
M_WUN,Mentha aquatica,1.125,negative,NA
M_WUN,Myosotis arvensis,0.15,negative,NA
M_WUN,Pastinaca sativa,0.5,negative,NA
M_WUN,Phragmites australis,0.625,negative,NA
M_WUN,Poa pratensis agg.,20.375,negative,NA
M_WUN,Potentilla anserina,0.775,negative,NA
M_WUN,Ranunculus repens,0.5,negative,NA
M_WUN,Trifolium dubium agg.,0.025,negative,NA
M_WUN,Veronica arvensis,0.2,negative,NA
M_WUN,Vicia tetrasperma agg.,0.65,negative,NA
M_WUP,Achillea millefolium agg.,0.125,positive,NA
M_WUP,Agrostis capillaris,0.5,positive,NA
M_WUP,Agrostis stolonifera agg.,2.625,positive,NA
M_WUP,Alopecurus pratensis,2.5,positive,NA
M_WUP,Arrhenatherum elatius,0.625,positive,NA
M_WUP,Calamagrostis epigejos,14.5,positive,NA
M_WUP,Carex disticha,0.625,positive,NA
M_WUP,Carex panicea,0.125,positive,NA
M_WUP,Carex riparia,1.625,positive,NA
M_WUP,Cerastium fontanum agg.,1.625,positive,NA
M_WUP,Cirsium arvense,1.125,positive,NA
M_WUP,Cirsium vulgare,0.15,positive,NA
M_WUP,Crataegus,0.05,positive,NA
M_WUP,Deschampsia cespitosa agg.,7.625,positive,NA
M_WUP,Elymus repens s. str.,2.625,positive,NA
M_WUP,Galium boreale,0.5,positive,NA
M_WUP,Galium mollugo agg.,0.75,positive,NA
M_WUP,Glechoma hederacea,1.25,positive,NA
M_WUP,Holcus lanatus,2.5,positive,NA
M_WUP,Inula britannica,2.125,positive,NA
M_WUP,Lathyrus pratensis,0.125,positive,NA
M_WUP,Leucanthemum vulgare agg.,1.25,positive,NA
M_WUP,Linaria vulgaris,0.125,positive,NA
M_WUP,Linum catharticum,0.275,positive,NA
M_WUP,Luzula campestris agg.,0.15,positive,NA
M_WUP,Lychnis flos-cuculi,0.875,positive,NA
M_WUP,Mentha,0.625,positive,NA
M_WUP,Myosotis arvensis,0.07500000000000001,positive,NA
M_WUP,Odontites vernus agg.,0.5,positive,NA
M_WUP,Phalaris arundinacea,0.025,positive,NA
M_WUP,Phragmites australis,0.25,positive,NA
M_WUP,Picris hieracioides s. l.,0.125,positive,NA
M_WUP,Poa pratensis agg.,5,positive,NA
M_WUP,Potentilla anserina,1.375,positive,NA
M_WUP,Potentilla reptans,15.375,positive,NA
M_WUP,Prunella vulgaris,0.375,positive,NA
M_WUP,Prunus spinosa agg.,0.025,positive,NA
M_WUP,Ranunculus repens,0.65,positive,NA
M_WUP,Rhamnus cathartica,0.025,positive,NA
M_WUP,Rumex acetosa,0.125,positive,NA
M_WUP,Selinum dubium,1.125,positive,NA
M_WUP,Symphytum officinale agg.,0.025,positive,NA
M_WUP,Taraxacum sect. Ruderalia,0.025,positive,NA
M_WUP,Thalictrum flavum,5.125,positive,NA
M_WUP,Vicia tetrasperma agg.,0.25,positive,NA
M_WUP,Viola hirta,1.625,positive,NA
M_WUP,Viola stagnina,0.5,positive,NA
M_WUR,Achillea millefolium agg.,0.5,positive,NA
M_WUR,Alopecurus pratensis,1.25,positive,NA
M_WUR,Bromus hordeaceus agg.,0.025,positive,NA
M_WUR,Calamagrostis epigejos,1,positive,NA
M_WUR,Carex disticha,2.625,positive,NA
M_WUR,Carex hirta,0.125,positive,NA
M_WUR,Carex vesicaria,0.125,positive,NA
M_WUR,Cirsium arvense,8,positive,NA
M_WUR,Cirsium oleraceum,0.125,positive,NA
M_WUR,Cirsium vulgare,0.125,positive,NA
M_WUR,Crataegus monogyna,0.125,positive,NA
M_WUR,Deschampsia cespitosa agg.,9.375,positive,NA
M_WUR,Equisetum arvense,0.125,positive,NA
M_WUR,Festuca arundinacea,0.125,positive,NA
M_WUR,Filipendula ulmaria,0.125,positive,NA
M_WUR,Galium boreale,0.125,positive,NA
M_WUR,Galium mollugo agg.,0.025,positive,NA
M_WUR,Glechoma hederacea,0.125,positive,NA
M_WUR,Holcus lanatus,15.875,positive,NA
M_WUR,Lathyrus pratensis,0.125,positive,NA
M_WUR,Leucanthemum vulgare agg.,0.775,positive,NA
M_WUR,Lychnis flos-cuculi,0.275,positive,NA
M_WUR,Lysimachia vulgaris,0.125,positive,NA
M_WUR,Lythrum salicaria,0.125,positive,NA
M_WUR,Mentha aquatica,3.5,positive,NA
M_WUR,Myosotis arvensis,0.125,positive,NA
M_WUR,Phalaris arundinacea,12.5,positive,NA
M_WUR,Poa pratensis agg.,0.125,positive,NA
M_WUR,Poa trivialis s. l.,0.025,positive,NA
M_WUR,Potentilla anserina,3.125,positive,NA
M_WUR,Potentilla reptans,0.125,positive,NA
M_WUR,Pulicaria dysenterica,0.625,positive,NA
M_WUR,Ranunculus acris agg.,0.125,positive,NA
M_WUR,Ranunculus repens,0.875,positive,NA
M_WUR,Selinum dubium,1,positive,NA
M_WUR,Serratula tinctoria s. l.,0.5,positive,NA
M_WUR,Symphytum officinale agg.,3.5,positive,NA
M_WUR,Trifolium pratense,0.025,positive,NA
M_WUR,Vicia cracca agg.,0.5,positive,NA
N_AFE,Achillea millefolium agg.,13.5,restored,cus
N_AFE,Alopecurus pratensis,0.125,restored,cus
N_AFE,Anthriscus sylvestris agg.,0.75,restored,cus
N_AFE,Aphanes arvensis,0.5,restored,cus
N_AFE,Arabidopsis thaliana,0.025,restored,cus
N_AFE,Arrhenatherum elatius,9.9,restored,cus
N_AFE,Artemisia vulgaris agg.,0.5,restored,cus
N_AFE,Bromus hordeaceus agg.,10.5,restored,cus
N_AFE,Cerastium fontanum agg.,0.3,restored,cus
N_AFE,Cirsium arvense,0.25,restored,cus
N_AFE,Dactylis glomerata agg.,8,restored,cus
N_AFE,Daucus carota,0.125,restored,cus
N_AFE,Festuca rubra agg.,0.125,restored,cus
N_AFE,Geranium molle,0.525,restored,cus
N_AFE,Geranium pusillum,0.75,restored,cus
N_AFE,Holcus lanatus,6.525,restored,cus
N_AFE,Hypochaeris radicata,1,restored,cus
N_AFE,Lolium perenne,0.025,restored,cus
N_AFE,Matricaria chamomilla,0.025,restored,cus
N_AFE,Phleum pratense agg.,0.05,restored,cus
N_AFE,Plantago lanceolata,24.25,restored,cus
N_AFE,Poa pratensis agg.,13.5,restored,cus
N_AFE,Rumex acetosa,5,restored,cus
N_AFE,Rumex acetosella s. l.,10.5,restored,cus
N_AFE,Scorzoneroides autumnalis,1.25,restored,cus
N_AFE,Stellaria graminea,0.05,restored,cus
N_AFE,Taraxacum sect. Ruderalia,3,restored,cus
N_AFE,Trifolium dubium agg.,0.25,restored,cus
N_AFE,Trifolium pratense,0.5,restored,cus
N_AFE,Trifolium repens,0.375,restored,cus
N_AFE,Veronica arvensis,0.2,restored,cus
N_AFE,Vicia sativa agg.,1.5,restored,cus
N_AFE,Viola tricolor agg.,0.275,restored,cus
N_ALA,Achillea millefolium agg.,15.375,restored,res
N_ALA,Alopecurus pratensis,33.125,restored,res
N_ALA,Anthoxanthum odoratum agg.,3,restored,res
N_ALA,Arrhenatherum elatius,0.625,restored,res
N_ALA,Bromus hordeaceus agg.,0.025,restored,res
N_ALA,Calamagrostis epigejos,0.05,restored,res
N_ALA,Carex hirta,0.025,restored,res
N_ALA,Centaurea jacea agg.,8.5,restored,res
N_ALA,Cerastium fontanum agg.,0.05,restored,res
N_ALA,Cirsium arvense,0.5,restored,res
N_ALA,Cirsium vulgare,0.025,restored,res
N_ALA,Daucus carota,4.5,restored,res
N_ALA,Deschampsia cespitosa agg.,1,restored,res
N_ALA,Elymus repens s. str.,0.025,restored,res
N_ALA,Epilobium,0.025,restored,res
N_ALA,Festuca pratensis s. str.,4.625,restored,res
N_ALA,Festuca rubra agg.,4,restored,res
N_ALA,Galium mollugo agg.,10.125,restored,res
N_ALA,Galium pomeranicum,0.25,restored,res
N_ALA,Galium verum agg.,0.125,restored,res
N_ALA,Holcus lanatus,0.125,restored,res
N_ALA,Hypochaeris radicata,0.625,restored,res
N_ALA,Lathyrus pratensis,4.5,restored,res
N_ALA,Leucanthemum vulgare agg.,11,restored,res
N_ALA,Lotus corniculatus agg.,3,restored,res
N_ALA,Lychnis flos-cuculi,0.025,restored,res
N_ALA,Medicago lupulina,0.025,restored,res
N_ALA,Persicaria maculosa,0.025,restored,res
N_ALA,Phleum pratense agg.,0.125,restored,res
N_ALA,Plantago lanceolata,3.5,restored,res
N_ALA,Poa pratensis agg.,4.125,restored,res
N_ALA,Poa trivialis s. l.,6.625,restored,res
N_ALA,Potentilla reptans,0.025,restored,res
N_ALA,Ranunculus acris agg.,0.1,restored,res
N_ALA,Ranunculus repens,1.25,restored,res
N_ALA,Rumex acetosa,0.15,restored,res
N_ALA,Rumex crispus,0.125,restored,res
N_ALA,Scorzoneroides autumnalis,0.5,restored,res
N_ALA,Taraxacum sect. Ruderalia,0.25,restored,res
N_ALA,Trifolium pratense,5,restored,res
N_ALA,Vicia cracca agg.,0.05,restored,res
N_ALA,Vicia tetrasperma agg.,0.025,restored,res
N_ARE,Achillea millefolium agg.,0.025,restored,res
N_ARE,Alopecurus pratensis,1.25,restored,res
N_ARE,Anthoxanthum odoratum agg.,0.5,restored,res
N_ARE,Arrhenatherum elatius,0.125,restored,res
N_ARE,Bromus hordeaceus agg.,5.525,restored,res
N_ARE,Capsella bursa-pastoris,0.025,restored,res
N_ARE,Cerastium fontanum agg.,2.125,restored,res
N_ARE,Dactylis glomerata agg.,10.5,restored,res
N_ARE,Deschampsia cespitosa agg.,0.125,restored,res
N_ARE,Equisetum arvense,0.15,restored,res
N_ARE,Erodium cicutarium agg.,0.025,restored,res
